date,NO2
2024-07-12,7.545235731693707
2024-07-13,9.591392610865876
2024-07-14,9.827687213485657
2024-07-15,7.842352341212003
2024-07-16,9.317515666362512
2024-07-17,9.0934173806751
2024-07-18,7.2112364443200585
2024-07-19,9.382396199304907
2024-07-20,9.607375153941875
2024-07-21,10.311742494780974
2024-07-22,10.189344012610238
2024-07-23,6.464144054626262
2024-07-24,7.046473257322186
2024-07-25,9.148905474041733
2024-07-26,9.070775636454927
2024-07-27,8.997037914396476
2024-07-28,13.92858180582536
2024-07-29,8.931509811001591
2024-07-30,9.70490585207602
2024-07-31,9.359659631797145
2024-08-01,8.833581870412146
2024-08-02,7.3121894912598355
2024-08-03,8.852927632322743
2024-08-04,6.485419991029698
2024-08-05,7.220438733376461
2024-08-06,6.77947597921959
2024-08-07,7.563053751481239
2024-08-08,10.845838718511512
2024-08-09,4.507468728570728
2024-08-10,8.273199744540019
2024-08-11,4.761125581580872
2024-08-12,6.4096579220109655
2024-08-13,8.689323480519871
2024-08-14,7.091663847596158
2024-08-15,5.318995795710977
2024-08-16,5.804067689696726
2024-08-17,7.838889244769896
2024-08-18,5.667488734444674
2024-08-19,7.0323666173782176
2024-08-20,6.721787507909977
2024-08-21,5.622907850738262
2024-08-22,9.764247050573388
2024-08-23,7.4483918876440205
2024-08-24,3.4101574344718637
2024-08-25,6.679101551323746
2024-08-26,5.359494880480612
2024-08-27,7.584799384579567
2024-08-28,5.072577597204592
2024-08-29,6.045711728952354
2024-08-30,6.933016836456424
2024-08-31,7.433163179912345
2024-09-01,4.294367918611336
2024-09-02,5.554642830823612
2024-09-03,5.306870848376317
2024-09-04,5.003512643988514
2024-09-05,8.597240258597683
2024-09-06,6.523429382969704
2024-09-07,3.992884703673913
2024-09-08,7.230623260740817
2024-09-09,9.00805980884398
2024-09-10,7.3459032203294115
2024-09-11,3.491923604849557
2024-09-12,5.019802429616367
2024-09-13,7.6231049466415985
2024-09-14,4.639235927991086
2024-09-15,6.345895493230687
2024-09-16,6.822974656725255
2024-09-17,4.252922352248957
2024-09-18,5.537767597202641
2024-09-19,0.7503406856617723
2024-09-20,4.062299766538803
2024-09-21,5.208126547939549
2024-09-22,3.7048636762449214
2024-09-23,8.016180888218972
2024-09-24,3.414846405012416
2024-09-25,4.893958150860909
2024-09-26,5.745576402378553
2024-09-27,7.708292313197187
2024-09-28,3.3909836877709116
2024-09-29,7.289395836423144
2024-09-30,5.561352481405918
2024-10-01,4.0765721745775485
2024-10-02,6.246301957124921
2024-10-03,5.857526532940337
2024-10-04,4.665879445367501
2024-10-05,5.67965162897338
2024-10-06,5.007195819854191
2024-10-07,5.767131488204325
2024-10-08,6.603209411605291
2024-10-09,8.003661926042813
2024-10-10,3.7839983926522196
2024-10-11,8.85781411105117
2024-10-12,2.749127627815232
2024-10-13,5.470024803259562
2024-10-14,6.6020637573199465
2024-10-15,6.164397749602063
2024-10-16,4.833612857778383
2024-10-17,5.481654407847527
2024-10-18,5.081928329671199
2024-10-19,4.9663832738517515
2024-10-20,7.155234971805939
2024-10-21,6.448148807189784
2024-10-22,4.906438455829985
2024-10-23,7.329754225004604
2024-10-24,6.47721991642718
2024-10-25,7.272834660395899
2024-10-26,7.036599778604634
2024-10-27,4.8886123844969145
2024-10-28,5.333103847786727
2024-10-29,7.336896824235697
2024-10-30,7.175391315862801
2024-10-31,6.273649127803187
2024-11-01,6.527431521228579
2024-11-02,8.315636893749621
2024-11-03,5.560728223800362
2024-11-04,7.318909896977053
2024-11-05,6.246371869121163
2024-11-06,6.275739952489612
2024-11-07,8.304216858254863
2024-11-08,7.949139514643129
2024-11-09,7.9874007712670405
2024-11-10,8.782617753949442
2024-11-11,6.914294078188162
2024-11-12,7.965215405426752
2024-11-13,6.537475292089044
2024-11-14,7.550788942387147
2024-11-15,6.932045671424984
2024-11-16,7.336513924161134
2024-11-17,8.148535847200625
2024-11-18,6.094251647535516
2024-11-19,10.52692910599418
2024-11-20,5.947051631877125
2024-11-21,5.703468837766214
2024-11-22,9.331516931254576
2024-11-23,8.852348333649628
2024-11-24,8.672422226289733
2024-11-25,8.751012975832609
2024-11-26,7.863219978349384
2024-11-27,6.609626182253167
2024-11-28,8.143933073237818
2024-11-29,7.0899815411745095
2024-11-30,9.644659207891937
2024-12-01,8.038384688265028
2024-12-02,7.098429580424082
2024-12-03,7.932992288356091
2024-12-04,9.113532360890474
2024-12-05,7.72825812781576
2024-12-06,7.420846794546572
2024-12-07,9.100640109511861
2024-12-08,9.18406716959773
2024-12-09,8.138263159119
2024-12-10,8.274709970347335
2024-12-11,9.412436891036908
2024-12-12,6.975811081422744
2024-12-13,7.120774453679782
2024-12-14,8.238768943106543
2024-12-15,9.081137942555202
2024-12-16,9.95292712548403
2024-12-17,11.785216284184232
2024-12-18,10.944621906571248
2024-12-19,9.504484678859384
2024-12-20,9.802412719124575
2024-12-21,8.413947078239104
2024-12-22,9.977009957571706
2024-12-23,9.659039517420792
2024-12-24,10.663537182225323
2024-12-25,9.02620356331979
2024-12-26,11.133793830306521
2024-12-27,12.741714584977
2024-12-28,10.36738082643208
2024-12-29,11.221060719444344
2024-12-30,11.741713024051759
2024-12-31,10.192676591918346
2025-01-01,11.154146599806928
2025-01-02,10.924878904240732
2025-01-03,11.14043598217029
2025-01-04,9.922262366622498
2025-01-05,11.206295782695078
2025-01-06,12.004154332084067
2025-01-07,13.521346237604314
2025-01-08,12.870833259410814
2025-01-09,14.74879392408078
2025-01-10,10.454863953718926
2025-01-11,13.000978043140005
2025-01-12,12.053843578455005
2025-01-13,15.149565187608918
2025-01-14,10.738115447937657
2025-01-15,10.776329302345701
2025-01-16,11.221794724189646
2025-01-17,9.019609617082878
2025-01-18,11.500963633024675
2025-01-19,11.23458927859581
2025-01-20,12.682096025395232
2025-01-21,13.051857320036177
2025-01-22,15.435674676060746
2025-01-23,14.128702554550703
2025-01-24,11.918789443743899
2025-01-25,11.517007399621106
2025-01-26,13.682375767929653
2025-01-27,11.043374886508493
2025-01-28,15.849477761618989
2025-01-29,14.949329282355437
2025-01-30,12.55357723022913
2025-01-31,10.764080396051245
2025-02-01,15.440280077993783
2025-02-02,13.312577115824144
2025-02-03,15.415231181689798
2025-02-04,11.240168177215713
2025-02-05,12.805212104614832
2025-02-06,13.783746332502192
2025-02-07,13.917078390114822
2025-02-08,13.241336244113873
2025-02-09,14.919616465954968
2025-02-10,12.451878404804669
2025-02-11,13.906748147296254
2025-02-12,14.36679075584093
2025-02-13,15.0230381528139
2025-02-14,15.382818819961116
2025-02-15,12.691415622112272
2025-02-16,12.13913737111526
2025-02-17,16.417683603512472
2025-02-18,15.059411590631452
2025-02-19,13.496878332651907
2025-02-20,17.003882259578376
2025-02-21,14.907074563522876
2025-02-22,16.557762760653482
2025-02-23,14.944179377006614
2025-02-24,17.986923097715792
2025-02-25,17.580511852729252
2025-02-26,14.624538861342012
2025-02-27,16.50459677447077
2025-02-28,16.063316321785123
2025-03-01,17.194954952757982
2025-03-02,13.740107570535883
2025-03-03,16.26077215429081
2025-03-04,16.86223846708437
2025-03-05,12.678091744349764
2025-03-06,13.581593188766462
2025-03-07,12.336582093848842
2025-03-08,15.028927996566473
2025-03-09,16.545607467745157
2025-03-10,17.75772330923381
2025-03-11,15.648851626219267
2025-03-12,18.01277324812225
2025-03-13,13.530448047243322
2025-03-14,13.074878203280184
2025-03-15,15.574575170875454
2025-03-16,16.26052530119645
2025-03-17,15.660493706930541
2025-03-18,12.632052834776655
2025-03-19,15.621781120305778
2025-03-20,13.81956117165104
2025-03-21,16.800131972103618
2025-03-22,16.363426591640437
2025-03-23,14.420159256964011
2025-03-24,15.07416763883032
2025-03-25,14.269672331125417
2025-03-26,15.776530677601452
2025-03-27,17.31384864830215
2025-03-28,14.411658535883412
2025-03-29,16.653954305612476
2025-03-30,15.108657852781215
2025-03-31,14.71941637006935
2025-04-01,15.751382213321758
2025-04-02,14.360786845351967
2025-04-03,15.083419469718706
2025-04-04,14.115840730541013
2025-04-05,18.857031410952576
2025-04-06,15.958648577064558
2025-04-07,14.850499751879768
2025-04-08,16.2139201402308
2025-04-09,15.715850659357384
2025-04-10,15.542814132803107
2025-04-11,16.783981291773113
2025-04-12,16.985996433681706
2025-04-13,15.039532129063542
2025-04-14,14.95565569446764
2025-04-15,15.389460234882518
2025-04-16,12.330372003479983
2025-04-17,13.490250522385825
2025-04-18,17.79170585133735
2025-04-19,18.185784320541117
2025-04-20,15.320305372865167
2025-04-21,16.53281777436658
2025-04-22,16.10758492413719
2025-04-23,20.230371394743827
2025-04-24,17.26137523879441
2025-04-25,15.358730854201031
2025-04-26,14.084532515762678
2025-04-27,13.074061484225647
2025-04-28,15.753476745253622
2025-04-29,14.276979121220002
2025-04-30,13.240033717754228
2025-05-01,14.364160957661017
2025-05-02,13.671013488497083
2025-05-03,17.782084995557312
2025-05-04,16.530604075882845
2025-05-05,15.151705608197535
2025-05-06,17.337862894566285
2025-05-07,15.187057370596023
2025-05-08,13.730927419519352
2025-05-09,17.258194079840457
2025-05-10,15.731347895959999
2025-05-11,13.31542463254523
2025-05-12,14.5329489350452
2025-05-13,13.451060941887434
2025-05-14,12.635204938988405
2025-05-15,16.04248880588992
2025-05-16,17.460084347147312
2025-05-17,12.439781417159367
2025-05-18,15.322714365580238
2025-05-19,13.441896891769572
2025-05-20,13.625763872059238
2025-05-21,13.405461994631388
2025-05-22,12.934696447502734
2025-05-23,14.239142896839084
2025-05-24,12.854680890861635
2025-05-25,14.440624574017114
2025-05-26,13.892523271987775
2025-05-27,13.541527733260274
2025-05-28,12.469822638079442
2025-05-29,12.89639936849047
2025-05-30,14.824222532975833
2025-05-31,14.371303332702517
2025-06-01,12.081620731698695
2025-06-02,13.624234185355398
2025-06-03,14.52887673148907
2025-06-04,10.823548958689196
2025-06-05,14.067881048405262
2025-06-06,12.183434777530854
2025-06-07,13.957166776324915
2025-06-08,11.879670209010799
2025-06-09,10.239941067625944
2025-06-10,10.428094405589789
2025-06-11,12.863141525913461
2025-06-12,13.101689891590656
2025-06-13,11.276233165988147
2025-06-14,13.510732774984662
2025-06-15,9.980258220006156
2025-06-16,12.292695441049304
2025-06-17,10.494174743125148
2025-06-18,11.251460458342113
2025-06-19,12.218484582208271
2025-06-20,10.774619666474928
2025-06-21,11.40596562161214
2025-06-22,13.409528447107652
2025-06-23,10.95179786306793
2025-06-24,12.987501547381509
2025-06-25,9.956037290943321
2025-06-26,12.361769776278939
2025-06-27,13.645739430604955
2025-06-28,7.6921251465806915
2025-06-29,10.120362205664145
2025-06-30,12.097359681971863
2025-07-01,10.843188459753119
2025-07-02,11.620464489066437
2025-07-03,10.073766583700113
2025-07-04,11.025662723492868
2025-07-05,10.578356300267979
2025-07-06,12.479725210415918
2025-07-07,11.025974596474864
2025-07-08,11.067175149868225
2025-07-09,9.859545466622883
2025-07-10,9.662728546832204
2025-07-11,9.6622899952956
2025-07-12,10.82003246763227
2025-07-13,9.514367178531296
2025-07-14,10.498283507433722
2025-07-15,13.094812341860559
2025-07-16,11.206825550661241
2025-07-17,9.329892709192457
2025-07-18,11.539925186252017
2025-07-19,9.045578831533668
2025-07-20,6.520528356015701
2025-07-21,7.98606889801342
2025-07-22,6.612977748479277
2025-07-23,8.81337070849592
2025-07-24,9.290275675346226
2025-07-25,11.699866785607794
2025-07-26,9.598743633874987
2025-07-27,8.703445916873319
2025-07-28,10.200574756712637
2025-07-29,5.564781606331451
2025-07-30,9.160595882124689
2025-07-31,9.889855182635571
2025-08-01,6.442777617887578
2025-08-02,10.304126058263842
2025-08-03,9.024837969461975
2025-08-04,7.823541930731638
2025-08-05,9.325830611995482
2025-08-06,11.713705930193068
2025-08-07,8.512320683550987
2025-08-08,8.544573421852258
2025-08-09,7.416809519190884
2025-08-10,6.765599963261161
2025-08-11,9.221313183794617
2025-08-12,6.628073649502049
2025-08-13,7.956905076524204
2025-08-14,7.0714114149211476
2025-08-15,8.445713557572553
2025-08-16,8.16810612053536
2025-08-17,9.165333169973527
2025-08-18,6.786468023085761
2025-08-19,7.090226279080322
2025-08-20,5.971533159331795
2025-08-21,6.718989857940088
2025-08-22,7.898259111714265
2025-08-23,8.415813841553428
2025-08-24,5.846265367900566
2025-08-25,8.484280194616764
2025-08-26,9.164876867377032
2025-08-27,7.704326932468745
2025-08-28,9.853343101222329
2025-08-29,5.832674906198284
2025-08-30,5.082834336185577
2025-08-31,4.239455544629321
2025-09-01,9.110596855890938
2025-09-02,7.808361013726086
2025-09-03,6.705017678219352
2025-09-04,7.1712417545974825
2025-09-05,5.027272921901517
2025-09-06,10.349686867601276
2025-09-07,6.841788589491113
2025-09-08,6.78030282708382
2025-09-09,7.67448027600669
2025-09-10,7.278339360930099
2025-09-11,6.865031365921388
2025-09-12,5.31726687061261
2025-09-13,7.185356074619738
2025-09-14,9.277774967574215
2025-09-15,8.450870195651722
2025-09-16,8.80194629097044
2025-09-17,5.6262000619344725
2025-09-18,4.8909108292282095
2025-09-19,6.1703752511458685
2025-09-20,6.4278290641984235
2025-09-21,7.9721685062466605
2025-09-22,3.78028183045706
2025-09-23,8.602863928383115
2025-09-24,6.062552084453036
2025-09-25,5.651736867032235
2025-09-26,4.767868318016133
2025-09-27,3.799180528650761
2025-09-28,7.513138255540886
2025-09-29,6.386753865322677
2025-09-30,4.341708858579123
2025-10-01,4.335384731781113
2025-10-02,5.777158102214282
2025-10-03,8.788679033664105
2025-10-04,5.901549962534726
2025-10-05,4.043490331428535
2025-10-06,5.9383339053594355
2025-10-07,5.908080860525326
2025-10-08,2.2835255059150947
2025-10-09,6.260571100047002
2025-10-10,6.010234906511769
2025-10-11,7.41703118811262
2025-10-12,9.163698191484787
2025-10-13,8.09910687142062
2025-10-14,6.026369409980692
2025-10-15,4.7917990844805765
2025-10-16,10.334949652874304
2025-10-17,6.588489788531007
2025-10-18,6.5467317212528595
2025-10-19,6.517242100994444
2025-10-20,6.879557550419851
2025-10-21,6.396291208388488
2025-10-22,5.784132567921859
2025-10-23,5.857514436860378
2025-10-24,6.66322450653073
2025-10-25,5.933133478411619
2025-10-26,5.716272808121713
2025-10-27,6.9838018572570615
2025-10-28,6.48163907474874
2025-10-29,9.161364890956214
2025-10-30,2.971501703961286
2025-10-31,8.629096195596297
2025-11-01,8.906129307495853
2025-11-02,3.973355097653182
2025-11-03,6.617108158946461
2025-11-04,6.62292400806042
2025-11-05,5.118996283145265
2025-11-06,6.1149358163856915
2025-11-07,5.6683979891317
2025-11-08,10.016457245409512
2025-11-09,8.846532580882275
2025-11-10,9.40646895975732
2025-11-11,8.638907639282802
2025-11-12,5.921210658913179
2025-11-13,6.887505549064646
2025-11-14,8.468937268821104
2025-11-15,5.963347700316566
2025-11-16,8.928757898235093
2025-11-17,7.562531879434855
2025-11-18,7.425569097720859
2025-11-19,9.12002262469096
2025-11-20,8.78674315969505
2025-11-21,7.646628455398059
2025-11-22,9.995746461994184
2025-11-23,6.7047556296046285
2025-11-24,9.32075770312162
2025-11-25,9.357894387664077
2025-11-26,8.076175052965203
2025-11-27,9.102789670982933
2025-11-28,6.81083737490396
2025-11-29,10.148266764757581
2025-11-30,8.560370903778193
2025-12-01,8.129895076986752
2025-12-02,10.564484599273571
2025-12-03,8.01215983979871
2025-12-04,7.03437910629024
2025-12-05,6.891191419191181
2025-12-06,10.21485988404018
2025-12-07,7.465533359151793
2025-12-08,12.09930056525054
2025-12-09,6.425723201109064
2025-12-10,12.17536247461075
2025-12-11,10.029793629578746
2025-12-12,9.651292317194866
2025-12-13,9.062558963455306
2025-12-14,10.56267428677272
2025-12-15,9.991983221347926
2025-12-16,11.788261493147754
2025-12-17,10.389907250080084
2025-12-18,10.52963460095272
2025-12-19,9.844714153447434
2025-12-20,10.390974038222925
2025-12-21,11.024639684316696
2025-12-22,8.08448853621088
2025-12-23,8.714501528401723
2025-12-24,11.938923616835073
2025-12-25,11.1677574989101
2025-12-26,10.723074974119255
2025-12-27,11.114424958542852
2025-12-28,11.695978773515641
2025-12-29,10.452881528653323
2025-12-30,10.183036048192463
2025-12-31,11.73226491913161
